Year,State,District,Rape Cases,Abduction Cases,Murder Cases,Total Crimes,Population,Crime Rate,Arrests,Crime Clearance Rate
2022,Sikkim,Namchi,118,21,68,276,1190821,23.18,189,68.48
2019,West Bengal,Siliguri,16,100,17,410,142768,287.18,403,98.29
2019,Kerala,Kozhikode,18,91,14,393,1807788,21.74,251,63.87
2019,Rajasthan,Udaipur,128,299,88,986,1346983,73.2,859,87.12
2020,West Bengal,Darjeeling,30,297,11,783,1313225,59.62,559,71.39
2020,Karnataka,Mysuru,100,132,76,564,440248,128.11,538,95.39
2019,Tamil Nadu,Chennai,168,62,7,387,930484,41.59,265,68.48
2019,Rajasthan,Jodhpur,73,125,36,434,511876,84.79,268,61.75
2022,Himachal Pradesh,Shimla,122,235,95,502,597765,83.98,391,77.89
2021,Madhya Pradesh,Indore,167,282,94,716,849298,84.3,551,76.96
2018,Manipur,Thoubal,193,61,81,641,1914956,33.47,424,66.15
2018,Gujarat,Vadodara,175,122,7,583,608720,95.77,560,96.05
2019,Mizoram,Aizawl,121,228,84,904,1868985,48.37,626,69.25
2019,Arunachal Pradesh,Tawang,20,84,59,523,1167682,44.79,370,70.75
2020,Madhya Pradesh,Bhopal,69,82,75,397,1179577,33.66,391,98.49
2021,West Bengal,Siliguri,190,192,65,874,114825,761.16,643,73.57
2021,Sikkim,Gyalshing,135,215,94,580,1955868,29.65,457,78.79
2018,Odisha,Cuttack,32,21,75,564,481730,117.08,305,54.08
2022,Manipur,Imphal,100,175,70,621,603236,102.94,540,86.96
2019,Lakshadweep,Agatti,15,69,25,316,1169325,27.02,313,99.05
2019,Gujarat,Ahmedabad,95,28,22,615,1725281,35.65,519,84.39
2018,Punjab,Amritsar,195,178,53,872,81033,1076.1,489,56.08
2020,Andhra Pradesh,Visakhapatnam,100,60,26,593,1722507,34.43,346,58.35
2022,Gujarat,Surat,47,40,29,272,556959,48.84,212,77.94
2021,Telangana,Nizamabad,112,204,71,777,1628116,47.72,584,75.16
2022,Madhya Pradesh,Bhopal,84,276,80,697,652058,106.89,419,60.11
2018,Kerala,Kochi,86,142,15,606,57395,1055.84,374,61.72
2022,Jammu and Kashmir,Anantnag,184,59,5,682,1749443,38.98,563,82.55
2022,Bihar,Muzaffarpur,163,95,67,584,514654,113.47,437,74.83
2019,Nagaland,Dimapur,153,262,47,935,1238011,75.52,522,55.83
2018,Karnataka,Mysuru,84,255,93,564,1201308,46.95,549,97.34
2020,Nagaland,Mokokchung,150,171,6,813,217138,374.42,768,94.46
2018,Mizoram,Lunglei,171,101,46,464,733953,63.22,372,80.17
2019,Karnataka,Mysuru,142,99,16,623,480270,129.72,341,54.74
2022,Andhra Pradesh,Vijayawada,130,219,74,695,1691780,41.08,619,89.06
2022,Jammu and Kashmir,Anantnag,28,93,35,464,1213904,38.22,409,88.15
2020,Rajasthan,Jaipur,100,72,29,700,1038370,67.41,603,86.14
2022,Haryana,Gurugram,197,266,40,823,408538,201.45,657,79.83
2021,Karnataka,Mysuru,171,290,9,865,758215,114.08,531,61.39
2019,Haryana,Faridabad,76,69,70,545,300986,181.07,517,94.86
2018,Rajasthan,Jaipur,174,248,31,741,1571424,47.15,577,77.87
2022,Arunachal Pradesh,Tawang,130,102,69,423,1634735,25.88,361,85.34
2018,Delhi,South Delhi,187,31,47,600,149881,400.32,573,95.5
2022,Dadra and Nagar Haveli and Daman and Diu,Diu,170,164,87,834,1407699,59.25,600,71.94
2019,Goa,Vasco da Gama,75,213,73,744,804990,92.42,715,96.1
2021,Himachal Pradesh,Mandi,132,235,87,867,1576288,55,749,86.39
2020,Tamil Nadu,Madurai,135,123,88,552,1072631,51.46,468,84.78
2018,Punjab,Ludhiana,113,50,70,544,929155,58.55,423,77.76
2018,Rajasthan,Jaipur,169,288,9,550,1199956,45.84,435,79.09
2019,Haryana,Faridabad,113,256,84,528,1674709,31.53,411,77.84
2020,Tamil Nadu,Madurai,84,36,62,325,1350811,24.06,299,92
2019,Himachal Pradesh,Kangra,15,258,39,386,1108451,34.82,206,53.37
2021,Himachal Pradesh,Shimla,20,224,81,464,484309,95.81,316,68.1
2018,Kerala,Thiruvananthapuram,144,139,26,485,1468902,33.02,410,84.54
2020,Manipur,Thoubal,192,227,56,745,583525,127.67,419,56.24
2018,Goa,Panaji,70,157,39,378,1016388,37.19,255,67.46
2019,West Bengal,Siliguri,97,240,7,774,478544,161.74,444,57.36
2021,West Bengal,Darjeeling,175,128,53,807,700893,115.14,561,69.52
2020,Sikkim,Gyalshing,117,160,85,508,891852,56.96,420,82.68
2020,Tamil Nadu,Madurai,20,270,22,383,1849394,20.71,319,83.29
2020,Lakshadweep,Kavaratti,185,128,82,572,1609350,35.54,532,93.01
2020,Bihar,Gaya,10,85,46,248,1129134,21.96,147,59.27
2021,Tripura,Kailashahar,153,129,29,419,1397050,29.99,268,63.96
2018,Mizoram,Champhai,94,45,61,481,1876759,25.63,283,58.84
2020,Uttar Pradesh,Agra,134,214,94,780,1166993,66.84,715,91.67
2022,Jharkhand,Jamshedpur,92,187,66,611,1059857,57.65,540,88.38
2020,Bihar,Gaya,126,54,8,408,557909,73.13,354,86.76
2022,Andhra Pradesh,Visakhapatnam,143,126,89,610,1802859,33.84,527,86.39
2020,Uttarakhand,Nainital,112,119,43,503,355767,141.38,464,92.25
2021,Haryana,Panipat,119,193,52,489,1572039,31.11,460,94.07
2021,Andhra Pradesh,Vijayawada,154,180,36,811,1516672,53.47,416,51.29
2018,Nagaland,Dimapur,199,185,89,798,954054,83.64,640,80.2
2018,Himachal Pradesh,Kangra,156,110,61,519,1135496,45.71,479,92.29
2018,Tripura,Udaipur,22,55,32,559,293291,190.6,531,94.99
2018,Karnataka,Mysuru,172,177,73,532,191178,278.27,320,60.15
2019,Bihar,Muzaffarpur,62,252,54,419,1685443,24.86,246,58.71
2020,Ladakh,Leh,184,33,92,708,1538755,46.01,521,73.59
2020,Andhra Pradesh,Vijayawada,97,45,22,374,1633877,22.89,200,53.48
2018,Karnataka,Bengaluru,102,67,45,683,511564,133.51,487,71.3
2022,Mizoram,Aizawl,21,59,40,273,1982011,13.77,237,86.81
2020,Jharkhand,Ranchi,89,297,43,511,1965640,26,346,67.71
2022,Nagaland,Mokokchung,37,23,50,580,1013978,57.2,471,81.21
2020,Jharkhand,Ranchi,169,25,46,454,1366598,33.22,407,89.65
2018,Goa,Margao,74,278,26,441,468175,94.2,336,76.19
2019,Haryana,Gurugram,47,180,30,601,1240056,48.47,435,72.38
2022,Rajasthan,Udaipur,111,22,86,454,1656458,27.41,414,91.19
2018,Haryana,Gurugram,34,53,100,489,391695,124.84,441,90.18
2019,Mizoram,Lunglei,25,185,14,422,1380519,30.57,386,91.47
2021,Kerala,Kozhikode,112,253,8,424,1800176,23.55,424,54.9
2020,Haryana,Faridabad,25,181,69,504,1162835,43.34,281,55.75
2019,Puducherry,Karaikal,29,108,5,307,1226457,25.03,295,96.09
2019,Meghalaya,Tura,130,209,90,528,840580,62.81,461,87.31
2021,Nagaland,Dimapur,134,137,47,411,1780304,23.09,298,72.51
2021,Tripura,Kailashahar,126,249,48,710,1848879,38.4,539,75.92
2022,Uttarakhand,Dehradun,136,278,66,975,424905,229.46,821,84.21
2019,Tripura,Udaipur,96,296,32,875,514233,170.16,755,86.29
2020,Maharashtra,Mumbai,36,170,55,720,1358050,53.02,523,72.64
2018,Puducherry,Mahe,196,210,88,708,1207415,58.64,440,62.15
2018,Bihar,Muzaffarpur,68,230,22,778,138476,561.83,620,79.69
2019,Dadra and Nagar Haveli and Daman and Diu,Daman,117,263,40,873,1933712,45.15,692,79.27
2021,Telangana,Hyderabad,103,295,41,736,1249308,58.91,395,53.67
2022,Rajasthan,Jaipur,144,72,17,476,1147203,41.49,319,67.02
2022,Tripura,Udaipur,109,147,67,592,1509993,39.21,522,88.18
2020,Nagaland,Dimapur,108,282,80,695,711026,97.75,595,85.61
2022,Jharkhand,Dhanbad,66,100,10,276,744236,37.09,233,84.42
2019,Goa,Panaji,33,131,43,431,1989014,21.67,328,76.1
2019,Andaman and Nicobar Islands,Diglipur,115,224,56,815,692707,117.65,766,93.99
2019,Goa,Panaji,158,170,57,787,524642,150.01,510,64.8
2021,Himachal Pradesh,Kangra,78,276,38,496,298397,166.22,429,86.49
2021,Maharashtra,Nagpur,81,54,93,695,1564925,44.41,460,66.19
2021,Jharkhand,Jamshedpur,58,285,97,607,1401517,43.31,395,65.07
2021,Ladakh,Kargil,152,250,18,548,187011,293.03,328,59.85
2019,Puducherry,Karaikal,188,196,72,605,1206090,50.16,528,87.27
2020,Dadra and Nagar Haveli and Daman and Diu,Silvassa,189,189,54,559,387997,144.07,340,60.82
2021,Uttar Pradesh,Kanpur,104,163,57,375,1599652,23.44,302,80.53
2019,Sikkim,Gangtok,138,166,10,725,1815503,39.93,710,97.93
2020,Arunachal Pradesh,Itanagar,55,285,98,901,515155,174.9,832,92.34
2021,Kerala,Kozhikode,61,293,5,543,300770,180.54,526,96.87
2020,Uttarakhand,Dehradun,162,82,82,596,1461530,40.78,315,52.85
2018,Gujarat,Ahmedabad,27,152,49,679,463476,146.5,403,59.35
2019,Manipur,Churachandpur,115,51,14,483,1853400,26.06,358,74.12
2018,Sikkim,Gyalshing,69,85,27,379,1869826,20.27,257,67.81
2018,Chandigarh,Chandigarh,90,98,27,292,1305277,22.37,193,66.1
2019,Uttar Pradesh,Kanpur,111,269,78,849,647118,131.2,544,64.08
2020,Karnataka,Mysuru,135,300,7,591,100182,589.93,366,61.93
2021,Jammu and Kashmir,Jammu,56,226,94,520,782173,66.48,334,64.23
2019,Himachal Pradesh,Mandi,153,92,62,590,526375,112.09,427,72.37
2022,Haryana,Panipat,193,35,20,477,1106562,43.11,286,59.96
2018,Mizoram,Aizawl,143,209,44,579,820003,70.61,320,55.27
2020,Karnataka,Mangaluru,13,233,30,753,1558555,48.31,608,80.74
2018,Dadra and Nagar Haveli and Daman and Diu,Daman,145,294,34,889,525501,169.17,642,72.22
2018,Jammu and Kashmir,Srinagar,172,45,32,572,844034,67.77,537,93.88
2021,Sikkim,Gyalshing,138,139,70,845,1039649,81.28,798,94.44
2019,Manipur,Imphal,199,73,47,456,258501,176.4,326,71.49
2021,Delhi,New Delhi,158,61,15,424,1055168,40.18,214,50.47
2018,West Bengal,Darjeeling,99,288,25,558,1400061,39.86,440,78.85
2018,Chandigarh,Chandigarh,147,158,28,439,812761,54.01,433,98.63
2019,Telangana,Warangal,149,145,90,877,414702,211.48,478,54.5
2020,Bihar,Gaya,109,231,61,729,969999,75.15,563,77.23
2021,Arunachal Pradesh,Itanagar,42,149,71,649,1205628,53.83,603,92.91
2022,Arunachal Pradesh,Tawang,15,190,29,345,117499,293.62,258,74.78
2021,Uttarakhand,Haridwar,36,287,67,830,1379679,60.16,657,79.16
2021,Nagaland,Dimapur,78,296,35,751,1711254,43.89,672,89.48
2020,Chandigarh,Chandigarh,20,288,85,559,459282,121.71,381,68.16
2020,Punjab,Ludhiana,12,192,7,602,1765002,34.11,391,64.95
2019,Andhra Pradesh,Guntur,176,221,67,654,1523732,42.92,423,64.68
2019,Telangana,Nizamabad,64,231,63,691,1639870,42.14,428,61.94
2021,Chhattisgarh,Raipur,79,103,93,487,559292,87.07,475,97.54
2020,Karnataka,Mysuru,65,254,55,516,1853066,27.85,427,82.75
2018,Andaman and Nicobar Islands,Port Blair,20,216,39,534,1897675,28.14,412,77.15
2019,Maharashtra,Mumbai,28,122,87,729,1608554,45.32,633,86.83
2020,Dadra and Nagar Haveli and Daman and Diu,Daman,185,204,98,812,789640,102.83,446,54.93
2018,Puducherry,Mahe,50,134,80,452,1562167,28.93,427,94.47
2018,West Bengal,Kolkata,137,90,63,663,1809827,36.63,370,55.81
2020,Himachal Pradesh,Shimla,10,80,14,219,1230119,17.8,157,71.69
2021,Odisha,Rourkela,88,266,20,623,1820518,34.22,597,95.83
2020,Tamil Nadu,Chennai,99,295,85,775,1815068,42.7,683,88.13
2021,Puducherry,Karaikal,169,245,100,837,866059,96.64,827,98.81
2022,Karnataka,Mysuru,102,82,90,501,1572329,31.86,412,82.24
2020,Sikkim,Gyalshing,142,69,39,629,880690,71.42,347,55.17
2018,Jammu and Kashmir,Anantnag,176,216,43,568,1441108,39.41,565,99.47
2022,Mizoram,Lunglei,61,156,74,448,569662,78.64,315,70.31
2022,Gujarat,Ahmedabad,95,68,61,320,1387423,23.06,272,85
2018,Kerala,Kochi,14,121,43,670,629014,106.52,545,81.34
2020,Kerala,Kochi,150,52,78,693,1848124,37.5,677,97.69
2020,Uttarakhand,Dehradun,122,298,38,792,467005,169.59,619,78.16
2021,Himachal Pradesh,Mandi,121,129,18,759,98728,768.78,672,88.54
2022,Assam,Dibrugarh,121,106,32,550,1867479,29.45,440,80
2019,Jharkhand,Dhanbad,37,189,91,495,1796402,27.56,305,61.62
2022,Puducherry,Karaikal,138,231,71,764,454432,168.12,698,91.36
2022,Lakshadweep,Minicoy,80,58,23,319,466557,68.37,215,67.4
2018,Arunachal Pradesh,Tawang,75,94,70,543,1376444,39.45,532,97.97
2019,Rajasthan,Jodhpur,169,263,65,709,1202200,58.98,407,57.4
2020,Dadra and Nagar Haveli and Daman and Diu,Diu,112,124,41,526,1327625,39.62,351,66.73
2019,Odisha,Cuttack,176,271,14,831,718587,115.64,822,98.92
2022,Madhya Pradesh,Indore,127,70,93,448,1486051,30.15,371,82.81
2021,Sikkim,Gyalshing,82,60,34,401,1364314,29.39,387,96.51
2018,Telangana,Nizamabad,100,281,99,728,1187558,61.3,631,86.68
2018,Odisha,Bhubaneswar,46,207,66,781,1824676,42.8,650,83.23
2020,Mizoram,Aizawl,12,220,29,333,1353601,24.6,257,77.18
2020,Delhi,Central Delhi,102,22,31,442,381472,115.87,266,60.18
2021,Tamil Nadu,Coimbatore,82,231,42,642,1228919,52.24,456,71.03
2021,Madhya Pradesh,Gwalior,174,22,37,580,1136496,51.03,412,71.03
2018,Kerala,Thiruvananthapuram,127,117,17,638,1191735,53.54,412,64.58
2018,Arunachal Pradesh,Itanagar,184,201,36,513,544133,94.28,350,68.23
2021,Ladakh,Leh,198,146,33,551,1302452,42.3,499,90.56
2021,Uttar Pradesh,Lucknow,130,170,55,601,105705,568.56,302,50.25
2019,Odisha,Cuttack,112,294,89,827,1326841,62.33,673,81.38
2018,Bihar,Muzaffarpur,15,122,77,346,227896,151.82,184,53.18
2021,Assam,Dibrugarh,29,221,22,577,358619,160.89,470,81.46
2020,West Bengal,Kolkata,102,74,23,285,1899358,15.01,199,69.82
2018,Rajasthan,Jodhpur,20,127,19,656,1341495,48.9,630,96.04
2019,Assam,Guwahati,150,121,90,751,1909442,39.33,488,64.98
2021,Tamil Nadu,Madurai,182,266,54,990,1972602,50.19,807,81.52
2022,Manipur,Thoubal,127,135,23,407,680577,59.8,393,96.56
2021,Puducherry,Puducherry,22,251,14,537,224414,239.29,441,82.12
2021,Lakshadweep,Minicoy,157,261,29,748,601152,124.43,707,94.52
2021,Meghalaya,Tura,119,202,14,478,81460,586.79,389,81.38
2022,Jharkhand,Jamshedpur,63,184,44,646,1997838,32.33,462,71.52
2022,Tamil Nadu,Madurai,23,40,87,591,868008,68.09,411,69.54
2020,Lakshadweep,Agatti,24,253,69,466,1137578,40.96,452,97
2021,Manipur,Churachandpur,127,67,40,691,1749417,39.5,645,93.34
2020,Gujarat,Vadodara,32,274,90,767,308931,248.28,437,56.98
2018,Assam,Guwahati,86,122,65,644,1828360,35.22,589,91.46
2018,Chhattisgarh,Raipur,130,139,86,813,1800405,45.16,569,69.99
2020,Rajasthan,Udaipur,173,248,8,496,245381,202.13,352,70.97
2020,Telangana,Hyderabad,104,276,6,627,1470656,42.63,601,95.85
2021,Andhra Pradesh,Visakhapatnam,101,179,86,749,405341,184.78,597,79.71
2021,Andhra Pradesh,Guntur,65,199,34,375,1193611,31.42,228,60.8
2021,Himachal Pradesh,Mandi,187,287,87,954,1097421,86.93,836,87.63
2018,Jharkhand,Ranchi,95,123,31,698,1653815,42.21,654,93.7
2022,Goa,Vasco da Gama,108,133,41,679,1206681,56.27,508,74.82
2020,Arunachal Pradesh,Pasighat,42,155,21,353,1070372,32.98,178,50.42
2019,Jammu and Kashmir,Srinagar,155,292,44,655,1947992,33.62,515,78.63
2020,Maharashtra,Pune,30,75,53,284,775198,36.64,185,65.14
2019,Madhya Pradesh,Gwalior,185,103,69,643,722621,88.98,332,51.63
2019,Karnataka,Bengaluru,132,83,65,631,1690569,37.32,550,87.16
2021,Goa,Vasco da Gama,178,205,19,646,450242,143.48,427,66.1
2018,Delhi,New Delhi,10,28,89,622,724291,85.88,476,76.53
2020,Jharkhand,Dhanbad,76,20,40,521,624292,83.45,392,75.24
2022,Telangana,Nizamabad,24,213,90,493,1880714,26.21,273,55.38
2022,Manipur,Churachandpur,105,256,20,477,1721295,27.71,472,98.95
2021,Uttarakhand,Nainital,166,53,74,633,633347,99.95,480,75.83
2021,Arunachal Pradesh,Itanagar,184,132,93,896,1101193,81.37,469,52.34
2018,Arunachal Pradesh,Pasighat,40,287,46,517,632159,81.78,492,95.16
2019,Jharkhand,Jamshedpur,56,251,77,869,989583,87.81,520,59.84
2018,Uttarakhand,Dehradun,15,89,46,475,572397,82.98,385,81.05
2021,Uttar Pradesh,Kanpur,158,130,73,528,1517361,34.8,518,98.11
2020,Bihar,Patna,50,232,72,439,1092327,40.19,340,77.45
2021,Uttar Pradesh,Agra,11,101,73,563,1878205,29.98,500,88.81
2021,Delhi,New Delhi,145,40,98,587,519438,113.01,305,51.96
2019,Andhra Pradesh,Visakhapatnam,47,213,85,745,1678750,44.38,536,71.95
2018,Chhattisgarh,Bilaspur,189,104,89,713,1405636,50.72,483,67.74
2020,Tamil Nadu,Chennai,105,110,55,598,1084204,55.16,492,82.27
2021,Karnataka,Mysuru,14,39,33,328,889943,36.86,164,50
2019,Tamil Nadu,Chennai,191,31,82,776,1617463,47.98,669,86.21
2018,Himachal Pradesh,Kangra,68,160,45,597,620420,96.23,415,69.51
2019,Meghalaya,Shillong,110,238,64,835,1527779,54.65,430,51.5
2022,Odisha,Bhubaneswar,117,212,85,609,748051,81.41,575,94.42
2021,Mizoram,Aizawl,92,53,13,245,1492796,16.41,164,66.94
2021,Bihar,Patna,162,255,85,891,333993,266.77,762,85.52
2022,Telangana,Hyderabad,38,270,70,589,789801,74.58,577,97.96
2020,Nagaland,Kohima,176,104,93,850,615505,138.1,656,77.18
2020,Andhra Pradesh,Guntur,57,297,63,515,1244652,41.38,369,71.65
2018,Telangana,Hyderabad,196,252,100,970,656398,147.78,965,99.48
2018,Punjab,Jalandhar,90,158,29,455,1914165,23.77,451,99.12
2020,Arunachal Pradesh,Itanagar,119,289,7,590,1594503,37,569,96.44
2021,Punjab,Jalandhar,12,108,23,256,763787,33.52,221,86.33
2022,Nagaland,Mokokchung,162,93,68,593,1459792,40.62,584,98.48
2018,Puducherry,Puducherry,82,214,82,734,1185055,61.94,554,75.48
2021,Jharkhand,Ranchi,30,21,36,145,295340,49.1,145,100
2018,Punjab,Ludhiana,171,287,71,746,632835,117.88,512,68.63
2019,Andhra Pradesh,Guntur,153,171,76,847,1057704,80.08,776,91.62
2018,Uttar Pradesh,Agra,149,49,95,588,1835760,32.03,418,71.09
2018,Andaman and Nicobar Islands,Car Nicobar,47,265,86,609,571989,106.47,314,51.56
2021,Delhi,Central Delhi,141,241,96,648,1534320,42.23,435,67.13
2021,Tripura,Agartala,53,158,97,459,1255264,36.57,427,93.03
2022,Delhi,New Delhi,59,206,73,704,1543685,45.61,571,81.11
2018,Uttar Pradesh,Kanpur,68,70,37,269,213743,125.85,153,56.88
2018,Assam,Dibrugarh,14,56,38,548,277090,197.77,427,77.92
2018,Meghalaya,Tura,28,137,48,622,482847,128.82,390,62.7
2019,Telangana,Hyderabad,104,180,49,718,517924,138.63,453,63.09
2022,Himachal Pradesh,Kangra,199,264,31,606,50521,1199.5,586,96.7
2018,Sikkim,Gangtok,190,147,76,698,1505681,46.36,474,67.91
2021,Lakshadweep,Kavaratti,135,129,72,786,1412709,55.64,751,95.55
2022,Jammu and Kashmir,Jammu,86,246,72,539,1995812,27.01,370,68.65
2020,Telangana,Hyderabad,78,43,41,470,835115,56.28,436,92.77
2022,Assam,Silchar,126,296,20,795,1378885,57.66,775,97.48
2022,Puducherry,Karaikal,60,94,25,528,1470024,35.92,462,87.5
2018,Meghalaya,Jowai,100,79,48,646,1275875,50.63,450,69.66
2019,Andhra Pradesh,Visakhapatnam,103,201,85,852,1483081,57.45,554,65.02
2018,Uttarakhand,Haridwar,158,136,94,705,1352382,52.13,660,93.62
2019,Ladakh,Kargil,178,106,93,807,74392,1084.79,553,68.53
2021,Mizoram,Aizawl,144,192,71,707,589806,119.87,621,87.84
2018,Manipur,Thoubal,43,23,69,623,989556,62.96,449,72.07
2019,Meghalaya,Tura,25,297,16,473,79118,597.84,279,58.99
2020,Dadra and Nagar Haveli and Daman and Diu,Daman,47,120,35,684,685391,99.8,652,95.32
2021,Sikkim,Gyalshing,97,67,71,354,489569,72.31,178,50.28
2019,Madhya Pradesh,Bhopal,110,236,62,726,1863031,38.97,668,92.01
2022,Sikkim,Gangtok,122,165,30,763,397100,192.14,545,71.43
2021,Andaman and Nicobar Islands,Car Nicobar,160,284,98,1041,755034,137.87,565,54.27
2020,Bihar,Patna,26,75,40,607,928862,65.35,587,96.71
2022,Maharashtra,Nagpur,167,223,83,713,1068731,66.71,507,71.11
2021,Goa,Vasco da Gama,31,88,73,365,263029,138.77,184,50.41
2020,Lakshadweep,Minicoy,138,293,22,656,328000,200,346,52.74
2020,Sikkim,Gyalshing,161,200,28,440,204324,215.34,400,90.91
2018,Puducherry,Puducherry,110,253,95,575,705993,81.45,474,82.43
2022,Chhattisgarh,Raipur,88,210,81,809,350224,231,724,89.49
2019,Himachal Pradesh,Kangra,43,148,63,745,477560,156,673,90.34
2022,Telangana,Nizamabad,192,225,34,515,732470,70.31,429,83.3
2020,Karnataka,Bengaluru,125,120,84,713,923887,77.17,458,64.24
2022,Manipur,Churachandpur,113,222,16,848,338551,250.48,530,62.5
2018,West Bengal,Kolkata,104,61,7,581,159331,364.65,530,91.22
2019,Telangana,Hyderabad,109,198,50,686,1409351,48.67,392,57.14
2020,West Bengal,Siliguri,102,281,14,543,419577,129.42,356,65.56
2020,Gujarat,Ahmedabad,51,138,13,597,694820,85.92,513,85.93
2021,Kerala,Thiruvananthapuram,17,185,24,546,872540,62.58,355,65.02
2021,Odisha,Bhubaneswar,123,96,20,343,455768,75.26,232,67.64
2019,Meghalaya,Jowai,190,146,79,825,609499,135.36,514,62.3
2020,Andhra Pradesh,Vijayawada,49,255,76,556,526796,105.54,332,59.71
2020,Chhattisgarh,Bilaspur,58,22,78,596,1063452,56.04,404,67.79
2021,Ladakh,Leh,133,89,19,620,1229443,50.43,464,74.84
2022,Arunachal Pradesh,Tawang,199,298,72,831,1149373,72.3,605,72.8
2019,Goa,Margao,87,166,15,382,908417,42.05,210,54.97
2019,Bihar,Gaya,129,42,76,580,1246916,46.51,404,69.66
2022,Tripura,Agartala,85,99,64,471,1263543,37.28,344,73.04
2019,Puducherry,Karaikal,15,99,17,196,1787360,10.97,141,71.94
2018,Delhi,South Delhi,46,127,69,387,268823,143.96,240,62.02
2019,Chhattisgarh,Raipur,109,286,12,620,608927,101.82,483,77.9
2018,Goa,Vasco da Gama,148,269,27,527,1404697,37.52,463,87.86
2020,Chhattisgarh,Bilaspur,126,231,56,910,1663223,54.71,471,51.76
2018,Rajasthan,Udaipur,102,183,35,572,293028,195.2,473,82.69
2022,Karnataka,Bengaluru,75,176,45,625,1323112,47.24,621,99.36
2018,Uttar Pradesh,Kanpur,157,161,62,825,1313940,62.79,606,73.45
2022,Uttar Pradesh,Lucknow,165,187,64,567,819648,69.18,456,80.42
2018,Puducherry,Puducherry,102,73,28,343,317277,108.11,340,99.13
2020,Uttarakhand,Nainital,152,38,71,527,1396241,37.74,435,82.54
2018,Telangana,Nizamabad,80,100,50,325,1420645,22.88,306,94.15
2020,Arunachal Pradesh,Itanagar,174,127,99,725,85047,852.47,687,94.76
2019,Karnataka,Mangaluru,189,297,17,836,1579617,52.92,545,65.19
2021,Assam,Guwahati,40,51,85,413,1936365,21.33,296,71.67
2022,Chhattisgarh,Raipur,122,112,86,793,1272106,62.34,762,96.09
2018,Nagaland,Kohima,132,151,52,428,1916915,22.33,309,72.2
2022,Uttar Pradesh,Agra,19,56,36,254,1661290,15.29,177,69.69
2019,West Bengal,Darjeeling,86,208,66,682,219364,310.9,474,69.5
2022,Ladakh,Leh,195,152,68,740,1701568,43.49,716,96.76
2022,West Bengal,Kolkata,186,264,86,681,1044472,65.2,514,75.48
2019,Bihar,Patna,191,49,44,747,74564,1001.82,421,56.36
2022,Tamil Nadu,Coimbatore,89,56,64,677,1342283,50.44,561,82.87
2018,Gujarat,Ahmedabad,121,134,79,578,1486812,38.88,560,96.89
2022,Karnataka,Mangaluru,20,151,91,586,1636025,35.82,339,57.85
2020,Puducherry,Mahe,184,95,82,750,227775,329.27,566,75.47
2022,Telangana,Nizamabad,102,118,14,313,1191134,26.28,189,60.38
2018,Haryana,Panipat,169,243,85,901,1848877,48.73,829,92.01
2018,Meghalaya,Tura,57,235,71,697,323996,215.13,432,61.98
2018,Goa,Vasco da Gama,91,182,98,800,1591947,50.25,798,99.75
2020,Manipur,Imphal,81,251,81,481,1042626,46.13,277,57.59
2019,Arunachal Pradesh,Tawang,57,218,78,815,1389835,58.64,666,81.72
2018,Karnataka,Mysuru,47,296,20,513,1845145,27.8,362,70.57
2019,Arunachal Pradesh,Pasighat,144,217,32,856,450091,190.18,447,52.22
2021,Lakshadweep,Minicoy,184,269,24,548,82521,664.07,324,59.12
2021,Tripura,Agartala,50,103,99,591,898565,65.77,430,72.76
2021,Arunachal Pradesh,Pasighat,131,154,47,399,1359663,29.35,236,59.15
2022,Jammu and Kashmir,Jammu,127,119,45,598,1475517,40.53,588,98.33
2022,Chhattisgarh,Durg,186,110,19,402,152610,263.42,216,53.73
2018,Dadra and Nagar Haveli and Daman and Diu,Daman,41,57,98,689,1522312,45.26,605,87.81
2022,Punjab,Jalandhar,178,176,76,522,1571302,33.22,278,53.26
2020,Manipur,Thoubal,85,109,10,574,1378649,41.63,474,82.58
2022,Dadra and Nagar Haveli and Daman and Diu,Diu,84,231,45,631,1365500,46.21,358,56.74
2020,Arunachal Pradesh,Pasighat,87,39,97,482,1732677,27.82,287,59.54
2020,Odisha,Bhubaneswar,138,210,60,873,1439150,60.66,488,55.9
2021,Meghalaya,Jowai,88,141,23,502,1858759,27.01,342,68.13
2020,Mizoram,Aizawl,122,151,25,494,54322,909.39,367,74.29
2018,Andaman and Nicobar Islands,Diglipur,57,39,50,512,474969,107.8,269,52.54
2020,Telangana,Hyderabad,157,243,49,932,89581,1040.4,815,87.45
2018,Ladakh,Kargil,185,130,78,448,869771,51.51,250,55.8
2018,Nagaland,Kohima,46,235,47,807,1161365,69.49,755,93.56
2020,Himachal Pradesh,Shimla,115,114,87,774,154862,499.8,621,80.23
2020,Puducherry,Karaikal,125,263,66,756,1381219,54.73,669,88.49
2018,West Bengal,Siliguri,178,140,52,766,1734338,44.17,469,61.23
2020,Arunachal Pradesh,Pasighat,109,80,54,566,708853,79.85,485,85.69
2022,Nagaland,Dimapur,178,219,70,763,1347385,56.63,640,83.88
2022,Nagaland,Mokokchung,81,167,38,738,1891958,39.01,508,68.83
2019,Nagaland,Dimapur,67,144,40,693,183605,377.44,590,85.14
2021,Chhattisgarh,Durg,95,190,100,804,873546,92.04,764,95.02
2019,Dadra and Nagar Haveli and Daman and Diu,Daman,87,262,43,720,780202,92.28,438,60.83
